Id,SalePrice
1693,177220.1038
1694,181619.0289
1695,175150.7054
1696,279668.534
1697,176444.7254
1698,380305.6894
1699,334035.0153
1700,253447.2568
1701,277886.5274
1702,270098.279
1703,253195.3404
1704,298919.5116
1705,235555.3209
1706,475151.4001
1707,217321.6688
1708,202748.4233
1709,306851.0045
1710,224604.6042
1711,251291.0534
1712,274424.0947
1713,263022.0701
1714,212837.3015
1715,199539.9209
1716,196764.506
1717,186301.2107
1718,148754.4325
1719,208639.6763
1720,252881.5644
1721,183221.8167
1722,144039.8726
1723,163282.6145
1724,224547.5181
1725,251455.3328
1726,191065.9755
1727,164289.0147
1728,194549.9647
1729,170568.0258
1730,181681.462
1731,132607.4017
1732,133823.3833
1733,123520.5472
1734,130144.3272
1735,141415.5158
1736,121679.8563
1737,354226.3318
1738,212502.1106
1739,277056.4138
1740,202326.3023
1741,187596.5247
1742,173745.8945
1743,183602.2843
1744,304031.9269
1745,222341.2508
1746,242642.9151
1747,222593.07
1748,236846.6812
1749,149858.0136
1750,136714.087
1751,252292.8883
1752,125745.9831
1753,152438.0072
1754,214911.7584
1755,165395.4452
1756,132660.5614
1757,132131.9184
1758,152547.4768
1759,167100.6012
1760,164590.8624
1761,144848.3942
1762,167328.544
1763,174286.8206
1764,121241.6947
1765,195395.9594
1766,184100.809
1767,232777.0944
1768,153713.0439
1769,182366.0933
1770,153864.9666
1771,134770.6705
1772,148537.7993
1773,129308.4777
1774,149851.4555
1775,144121.2542
1776,140036.1662
1777,119691.0671
1778,147967.9387
1779,118656.7586
1780,188293.6462
1781,137999.8098
1782,102766.7368
1783,139978.6654
1784,107356.4481
1785,139558.6147
1786,153988.6609
1787,188109.3703
1788,78705.3786
1789,115246.7115
1790,103259.6462
1791,185880.91
1792,168976.7064
1793,129316.3655
1794,152272.5355
1795,140245.9744
1796,124984.2624
1797,126576.4921
1798,126182.9581
1799,125253.0326
1800,131131.7241
1801,148358.5359
1802,149442.069
1803,159457.8693
1804,144996.4326
1805,140615.8059
1806,129076.379
1807,154363.5899
1808,135546.752
1809,132071.4854
1810,143637.3823
1811,111919.9186
1812,112396.7366
1813,129937.1212
1814,108246.1203
1815,75733.2212
1816,106806.4483
1817,123089.7147
1818,161089.1669
1819,127805.0741
1820,52732.4713
1821,130100.859
1822,153332.72
1823,52219.8594
1824,133611.1683
1825,133753.4669
1826,108236.298
1827,115969.9173
1828,159348.2889
1829,126600.7101
1830,158936.4782
1831,191109.0198
1832,96799.3457
1833,159324.897
1834,127763.0771
1835,167915.0814
1836,135424.3885
1837,96280.0712
1838,143219.1142
1839,98600.6337
1840,150667.7508
1841,143244.2455
1842,94070.4576
1843,136466.2329
1844,133082.9497
1845,147313.2179
1846,160381.6034
1847,166284.0558
1848,65883.3131
1849,139096.9994
1850,137429.6588
1851,170022.4616
1852,136709.3196
1853,138576.9324
1854,178974.6476
1855,151400.4293
1856,234149.9126
1857,180214.8566
1858,149865.2499
1859,134153.5038
1860,144409.3217
1861,134153.5038
1862,296981.492
1863,294486.1001
1864,294486.1001
1865,348841.8266
1866,338543.3244
1867,256439.5262
1868,314574.5192
1869,205667.2957
1870,260299.9762
1871,256919.4369
1872,176758.7705
1873,230169.76
1874,146642.3525
1875,224012.6646
1876,195900.3745
1877,218739.0235
1878,202048.796
1879,145997.8861
1880,145326.7574
1881,246297.6155
1882,257200.4216
1883,198588.7219
1884,214834.9287
1885,268095.83
1886,314610.987
1887,220216.9549
1888,287862.8737
1889,173702.2957
1890,134742.8777
1891,138345.8097
1892,119949.0527
1893,148681.2932
1894,144700.0036
1895,149323.491
1896,132074.9217
1897,107665.3896
1898,112106.4002
1899,150261.4231
1900,165755.7691
1901,167084.8962
1902,142999.5857
1903,213326.8498
1904,137146.0912
1905,185716.5894
1906,186501.4649
1907,210299.6696
1908,113182.0144
1909,142297.4633
1910,123298.0658
1911,210733.0629
1912,330946.707
1913,152835.1253
1914,80795.6928
1915,310143.3831
1916,80577.9193
1917,285031.8814
1918,140277.9442
1919,161067.0135
1920,162561.2595
1921,442935.8179
1922,326210.7019
1923,216870.6041
1924,216083.6026
1925,225313.6019
1926,398378.6461
1927,144427.931
1928,170923.4829
1929,129786.7535
1930,133928.7099
1931,145372.1838
1932,142248.6738
1933,171780.5024
1934,182216.0377
1935,180751.388
1936,188698.8285
1937,189871.8354
1938,183489.3159
1939,252837.4764
1940,204217.6
1941,172571.6486
1942,198308.6468
1943,211156.5455
1944,346820.5787
1945,384597.9073
1946,151923.6765
1947,307423.2157
1948,199895.3376
1949,243999.096
1950,185092.0373
1951,270304.9021
1952,223273.7479
1953,160857.8382
1954,210801.8504
1955,135012.5458
1956,288600.7031
1957,155294.6425
1958,315750.7625
1959,143658.81
1960,125829.8599
1961,122173.1422
1962,106145.3404
1963,114086.485
1964,115787.4962
1965,154164.951
1966,161720.1447
1967,286803.7152
1968,430794.2782
1969,400979.4176
1970,444548.79
1971,460751.2775
1972,400650.7082
1973,279836.7772
1974,322720.3841
1975,476007.0296
1976,267233.4466
1977,382450.2093
1978,396572.918
1979,349466.0266
1980,196982.6408
1981,362859.0986
1982,228118.1709
1983,214564.4847
1984,175202.2409
1985,215740.7512
1986,212300.5431
1987,179030.3696
1988,173637.1681
1989,198982.0485
1990,228115.0422
1991,243696.3517
1992,224939.1894
1993,178121.2339
1994,265771.6557
1995,191642.4146
1996,251089.8739
1997,340260.4411
1998,373154.5894
1999,255561.243
2000,320137.8245
2001,270352.8061
2002,240117.4235
2003,269977.0475
2004,283773.2534
2005,233632.2723
2006,236690.3002
2007,247463.5394
2008,220417.5971
2009,195756.3594
2010,199889.6853
2011,159846.8277
2012,183369.219
2013,183331.0156
2014,188786.2655
2015,205374.5448
2016,192941.5865
2017,205670.5607
2018,123203.8163
2019,139525.5506
2020,120581.7863
2021,118208.6118
2022,185170.3581
2023,144607.1492
2024,248198.6714
2025,358061.5733
2026,177760.4618
2027,152230.5378
2028,168987.0354
2029,168956.578
2030,274574.4986
2031,263572.0119
2032,278910.5572
2033,283756.6926
2034,179996.3542
2035,216135.0277
2036,199363.6003
2037,210783.4342
2038,308475.5569
2039,227774.0364
2040,354766.3105
2041,274868.8504
2042,208546.7642
2043,176437.7551
2044,171645.5531
2045,211128.6426
2046,150348.5576
2047,157138.3041
2048,146048.0063
2049,148778.4871
2050,189307.3498
2051,110205.0058
2052,133967.5346
2053,151392.4659
2054,98128.0698
2055,166271.5561
2056,137156.1629
2057,123240.4421
2058,227021.3188
2059,131626.486
2060,173012.6723
2061,185786.6557
2062,133443.7937
2063,117863.7107
2064,142506.5815
2065,137071.1348
2066,170852.7602
2067,124253.3609
2068,160239.6868
2069,97628.7825
2070,117900.6687
2071,108728.1105
2072,116157.8839
2073,142753.8999
2074,189656.1311
2075,155139.0244
2076,126536.38
2077,150123.0955
2078,130982.4911
2079,135621.8676
2080,128937.2926
2081,130890.5081
2082,146740.2657
2083,147287.3546
2084,120165.4776
2085,123721.3606
2086,139444.792
2087,124887.4478
2088,109076.6704
2089,84284.8466
2090,145322.1465
2091,127488.0372
2092,129384.7179
2093,133052.3788
2094,135263.3536
2095,150674.7906
2096,86444.0469
2097,107029.6026
2098,146414.0535
2099,79063.269
2100,112410.0904
2101,128767.9849
2102,152457.1405
2103,107828.7646
2104,143631.8848
2105,125274.9058
2106,85036.5406
2107,247343.8061
2108,123368.6655
2109,121043.4544
2110,141422.7595
2111,170856.5664
2112,140694.2755
2113,128294.7481
2114,122687.7198
2115,163603.5093
2116,132643.3538
2117,159430.2786
2118,124662.8398
2119,120680.1524
2120,122466.3083
2121,123138.9647
2122,120118.763
2123,99914.5188
2124,191148.5952
2125,141312.1347
2126,158444.2764
2127,172654.4603
2128,140556.8957
2129,114166.9742
2130,153063.9489
2131,144052.2045
2132,122572.8483
2133,133384.9059
2134,123016.2688
2135,116938.646
2136,85979.2387
2137,122925.1189
2138,138937.7868
2139,155657.8451
2140,146131.2833
2141,142709.4628
2142,135342.0744
2143,147063.7314
2144,137695.7848
2145,140975.5587
2146,172587.2812
2147,141055.1435
2148,137015.2955
2149,145769.5437
2150,210647.371
2151,140253.2602
2152,205492.3661
2153,184166.7094
2154,117900.7813
2155,146431.6181
2156,251857.4033
2157,242596.1355
2158,249316.748
2159,231493.6836
2160,183608.3887
2161,248316.6605
2162,392563.0524
2163,363610.3882
2164,246729.0785
2165,178770.9731
2166,152097.1186
2167,218763.1821
2168,207256.9908
2169,197931.471
2170,215090.5297
2171,160424.4165
2172,140174.4196
2173,170072.5419
2174,236947.5722
2175,326035.191
2176,316806.8287
2177,254368.2307
2178,223628.7174
2179,144558.7946
2180,216572.499
2181,194306.6887
2182,226480.6331
2183,192599.5042
2184,132939.9655
2185,128610.133
2186,146116.6253
2187,153006.6746
2188,172506.1091
2189,241660.3785
2190,100252.9407
2191,100434.9198
2192,107932.0517
2193,132316.5178
2194,117420.4412
2195,125794.6491
2196,119391.2865
2197,134671.9795
2198,165535.0164
2199,174489.4467
2200,135069.3628
2201,147175.3502
2202,220475.8815
2203,143954.9193
2204,170954.3398
2205,113984.9249
2206,138849.0459
2207,221218.3336
2208,252558.758
2209,215963.1712
2210,120441.4391
2211,127163.0581
2212,121960.2873
2213,115794.1738
2214,131164.8894
2215,110530.5929
2216,151089.8575
2217,99557.3361
2218,90376.261
2219,89455.2871
2220,80545.7613
2221,307339.2933
2222,240267.4587
2223,277208.6584
2224,218472.1394
2225,145003.9332
2226,206692.4608
2227,188870.4562
2228,269307.2174
2229,252594.4506
2230,164470.1358
2231,227723.9182
2232,180640.464
2233,177457.0713
2234,262057.0647
2235,231126.1079
2236,287120.3924
2237,367645.2214
2238,195606.3278
2239,125624.7937
2240,165254.6576
2241,167417.9359
2242,133752.5086
2243,137536.0615
2244,111842.0222
2245,122905.1453
2246,155546.8241
2247,119831.05
2248,131928.7934
2249,129810.953
2250,144034.1937
2251,132325.0706
2252,182269.7886
2253,160420.7071
2254,187184.2688
2255,197041.5825
2256,188749.5498
2257,208530.4773
2258,175862.8417
2259,177091.2617
2260,169795.9669
2261,198440.9299
2262,221916.0237
2263,374796.948
2264,422580.2428
2265,182255.4413
2266,282685.5366
2267,394185.9357
2268,383652.9894
2269,146321.1414
2270,200333.7538
2271,226551.0241
2272,212136.5148
2273,163785.5602
2274,176324.1651
2275,173370.6138
2276,185867.9854
2277,192306.8851
2278,149364.558
2279,132512.1974
2280,141705.9881
2281,163074.181
2282,188743.3474
2283,112801.929
2284,118268.0424
2285,167611.0483
2286,129402.3387
2287,360657.3837
2288,275420.0822
2289,392027.9645
2290,453422.4082
2291,370268.5086
2292,417849.837
2293,504111.8413
2294,420023.1934
2295,467686.6552
2296,294849.8704
2297,304107.6742
2298,307693.5771
2299,401336.5357
2300,337456.2026
2301,276995.8222
2302,240698.2476
2303,244729.7669
2304,249786.7477
2305,177715.9001
2306,176907.6003
2307,186534.9507
2308,222944.8195
2309,276046.5436
2310,222584.7544
2311,210409.5366
2312,191859.9807
2313,178080.3327
2314,192123.9822
2315,179133.5748
2316,199870.0215
2317,183947.3228
2318,180290.6275
2319,187741.9897
2320,202222.5016
2321,242940.5904
2322,181213.6539
2323,186149.071
2324,179409.9687
2325,206348.9678
2326,178038.4534
2327,219533.0203
2328,234186.7831
2329,188822.2005
2330,172631.8662
2331,390453.3273
2332,405843.4361
2333,362318.7233
2334,264966.8006
2335,259551.1996
2336,367036.681
2337,213889.0881
2338,281818.1088
2339,225915.2563
2340,420530.5992
2341,209441.2315
2342,235548.3765
2343,220254.8605
2344,244440.1365
2345,239910.4985
2346,224815.4352
2347,199316.7255
2348,237209.5972
2349,180454.583
2350,300743.8864
2351,243681.033
2352,264055.647
2353,223949.2522
2354,146825.098
2355,167432.9196
2356,158629.9865
2357,197348.9093
2358,196362.2545
2359,126803.6764
2360,119948.0117
2361,146794.1938
2362,271281.1806
2363,141061.1835
2364,164777.9815
2365,219500.3712
2366,208117.394
2367,227351.7853
2368,225219.8792
2369,224827.8261
2370,174186.1625
2371,168453.5355
2372,191848.8647
2373,278483.7989
2374,307586.8979
2375,262115.5178
2376,289977.0119
2377,377806.5941
2378,145946.1304
2379,191518.7515
2380,149496.4724
2381,162589.159
2382,193764.3275
2383,202001.3124
2384,251787.6783
2385,160363.8148
2386,140415.3509
2387,138041.1141
2388,119521.3266
2389,124405.3967
2390,149037.8286
2391,143319.582
2392,123894.5411
2393,174417.0806
2394,146185.8871
2395,209825.1402
2396,145356.1994
2397,227474.8114
2398,144008.6089
2399,77954.3179
2400,74202.9118
2401,128533.0469
2402,143826.0639
2403,147735.8826
2404,148511.1102
2405,156628.0769
2406,144431.5429
2407,128206.1022
2408,151265.2705
2409,125668.3156
2410,172756.303
2411,124468.1136
2412,167818.322
2413,137969.5763
2414,148147.3518
2415,145810.9102
2416,138991.6617
2417,139070.9265
2418,136188.2326
2419,131901.6802
2420,127696.9447
2421,147533.2446
2422,134085.6678
2423,146981.4827
2424,162108.4981
2425,243522.1436
2426,142246.1545
2427,149014.3439
2428,187776.694
2429,128989.761
2430,136680.782
2431,111790.716
2432,147431.3591
2433,147883.4706
2434,138330.4084
2435,153628.6669
2436,109285.7518
2437,115445.9285
2438,127551.0614
2439,115283.2429
2440,127297.566
2441,108530.0347
2442,103323.6243
2443,121988.7333
2444,130357.2985
2445,92325.4206
2446,142954.5304
2447,202821.5901
2448,140136.1508
2449,113015.2115
2450,158722.2854
2451,134726.1063
2452,216520.4017
2453,103487.0827
2454,133699.0058
2455,123950.3726
2456,148509.0264
2457,136460.1861
2458,126809.9071
2459,123265.9769
2460,137179.6895
2461,124975.2088
2462,142049.4013
2463,129124.2175
2464,190668.5431
2465,142983.8556
2466,115254.9418
2467,147392.9468
2468,91294.2584
2469,90177.4001
2470,193004.0857
2471,216202.5754
2472,158651.3578
2473,129524.6596
2474,106482.1052
2475,241297.0513
2476,118422.2051
2477,133786.5693
2478,159695.9848
2479,117135.7288
2480,157215.5819
2481,126197.7695
2482,130700.1564
2483,116266.133
2484,123717.6711
2485,132050.5646
2486,169630.5093
2487,192542.3162
2488,167614.3012
2489,153949.6581
2490,164163.6148
2491,107163.2116
2492,176546.2435
2493,159540.1564
2494,170313.4263
2495,120259.6326
2496,224716.044
2497,164147.3308
2498,116736.7097
2499,112198.5891
2500,136556.9921
2501,152689.9506
2502,162943.5361
2503,126466.4963
2504,194614.9235
2505,232138.2085
2506,259950.648
2507,320082.8275
2508,259950.648
2509,215132.7612
2510,228303.9099
2511,181254.2849
2512,208922.3426
2513,213368.7544
2514,249730.4441
2515,156851.2775
2516,164402.54
2517,145578.1437
2518,159406.1233
2519,224483.6075
2520,211633.7744
2521,196896.4471
2522,224178.0199
2523,134657.8566
2524,138153.4141
2525,150219.5666
2526,138650.5658
2527,118963.7527
2528,137595.6222
2529,138798.2829
2530,133262.1435
2531,257017.0878
2532,228993.636
2533,199750.694
2534,232324.9835
2535,328345.1272
2536,244094.9562
2537,247265.8496
2538,195608.2354
2539,191216.7655
2540,171111.1245
2541,189848.8726
2542,166630.7196
2543,130043.6699
2544,139162.0419
2545,142030.8244
2546,134175.398
2547,145834.9761
2548,169225.2575
2549,166417.4201
2550,304728.5977
2551,138345.8097
2552,141616.3371
2553,94934.1681
2554,116565.3365
2555,137024.4272
2556,115575.0389
2557,125098.9018
2558,168183.0708
2559,146611.0368
2560,143434.1946
2561,159675.7045
2562,131618.3387
2563,165042.9501
2564,212727.4519
2565,146540.6211
2566,161950.1096
2567,140965.8695
2568,189451.2223
2569,199848.369
2570,121798.784
2571,193906.7499
2572,189032.3901
2573,212246.4994
2574,274352.7582
2575,135747.1153
2576,153712.0468
2577,155301.6773
2578,99640.2479
2579,84148.5771
2580,135861.0912
2581,112329.8785
2582,113662.2557
2583,283154.1632
2584,165439.8088
2585,186012.6031
2586,228592.3075
2587,214994.3501
2588,163592.6072
2589,148861.3373
2590,213839.5152
2591,223164.6467
2592,217244.9348
2593,249837.4678
2594,184133.2893
2595,213938.8494
2596,339534.9015
2597,190847.2143
2598,272434.4764
2599,325677.6423
2600,197246.879
2601,151147.958
2602,93707.0172
2603,104463.5428
2604,98391.0261
2605,84553.0416
2606,141304.6934
2607,185679.9279
2608,196242.3363
2609,170799.8093
2610,119964.7452
2611,149994.9874
2612,155561.0958
2613,138111.6694
2614,130654.7491
2615,155942.0648
2616,143959.8775
2617,190248.2709
2618,216261.2452
2619,209846.926
2620,184862.8341
2621,187344.4444
2622,187521.3695
2623,252195.9783
2624,303240.8241
2625,338759.4214
2626,165575.9344
2627,184358.803
2628,439885.5977
2629,551510.4007
2630,363086.9349
2631,440961.7114
2632,438852.6255
2633,311002.4919
2634,401940.7805
2635,152320.0872
2636,190230.0801
2637,184314.6517
2638,272751.2533
2639,198113.6946
2640,155401.318
2641,109134.4159
2642,200505.8169
2643,109701.6771
2644,130617.5204
2645,117898.1972
2646,107284.3202
2647,111581.1675
2648,140563.8328
2649,150431.8614
2650,164096.4837
2651,145647.2683
2652,452132.2256
2653,256691.0444
2654,242999.8075
2655,383782.8287
2656,362012.0989
2657,348722.0001
2658,303195.7216
2659,319506.3503
2660,356436.0641
2661,344549.4432
2662,367179.6455
2663,293299.9617
2664,265445.1136
2665,338064.9267
2666,277961.6266
2667,177028.8019
2668,191980.3824
2669,174751.261
2670,316669.7767
2671,192089.8236
2672,190016.7719
2673,218843.6535
2674,211217.5853
2675,180874.3318
2676,193515.3004
2677,200338.0026
2678,279768.4774
2679,284984.1929
2680,305416.5945
2681,421169.4252
2682,363580.0551
2683,587559.1413
2684,328822.7635
2685,355434.356
2686,260329.5872
2687,315826.4966
2688,226921.6153
2689,216856.9078
2690,480120.5113
2691,186139.129
2692,149280.6492
2693,199594.9789
2694,152381.098
2695,197870.0386
2696,192076.4061
2697,187633.0311
2698,200228.3554
2699,190746.3264
2700,163146.1417
2701,156872.4496
2702,113754.414
2703,150574.9188
2704,142141.548
2705,123467.9576
2706,122763.5343
2707,133846.0906
2708,141620.9941
2709,119824.428
2710,130837.1834
2711,295233.49
2712,379890.644
2713,174573.1722
2714,162000.3628
2715,166371.7674
2716,158937.3895
2717,197551.3196
2718,230594.4747
2719,164554.2762
2720,181933.3977
2721,138258.7064
2722,158153.3785
2723,150989.414
2724,129892.3538
2725,136937.6778
2726,150798.6031
2727,175818.5546
2728,169874.7319
2729,153968.3703
2730,153061.62
2731,135139.3962
2732,128430.2335
2733,161748.2886
2734,149415.1152
2735,135351.4285
2736,130005.7898
2737,127595.6954
2738,145810.9102
2739,160024.6154
2740,141423.9329
2741,152119.5452
2742,144706.6227
2743,159443.012
2744,156990.064
2745,147031.8928
2746,140878.4827
2747,154005.6415
2748,138615.8129
2749,132517.2773
2750,148635.512
2751,145055.0455
2752,214501.6909
2753,160254.536
2754,245247.7203
2755,127790.2938
2756,116767.6263
2757,81087.9826
2758,97056.0781
2759,162089.3761
2760,135379.897
2761,147169.4182
2762,143362.7084
2763,203354.9774
2764,170216.9465
2765,268839.7466
2766,147169.6478
2767,99379.8799
2768,142279.2118
2769,133587.992
2770,164292.3646
2771,121614.5639
2772,121657.8465
2773,169306.6567
2774,144228.7329
2775,125301.26
2776,145853.2787
2777,160908.0628
2778,132852.966
2779,136015.5977
2780,107498.5797
2781,110573.1235
2782,97109.797
2783,121689.4587
2784,135527.1158
2785,136017.0378
2786,91689.7958
2787,131438.0134
2788,83393.4966
2789,215703.8389
2790,100445.8342
2791,119105.428
2792,75466.9347
2793,188721.9376
2794,116892.9668
2795,123283.5636
2796,114719.2061
2797,216692.026
2798,132185.0571
2799,119142.9203
2800,69210.5502
2801,122579.9885
2802,145943.5589
2803,189948.9544
2804,146055.4086
2805,112143.1674
2806,88321.2663
2807,178237.5175
2808,149010.2807
2809,143999.2685
2810,135668.5857
2811,166090.5984
2812,146754.1556
2813,179432.4209
2814,177125.3738
2815,116677.298
2816,234512.8997
2817,158367.8489
2818,136366.7416
2819,173101.3969
2820,142853.6175
2821,109886.3265
2822,209410.0076
2823,283102.5331
2824,173016.5894
2825,163130.9701
2826,151124.7934
2827,155101.9215
2828,224327.2248
2829,188500.8948
2830,238044.2431
2831,180929.0516
2832,246667.7399
2833,294834.8798
2834,217477.4758
2835,206366.6838
2836,193449.3645
2837,161756.4864
2838,159304.9676
2839,178824.7197
2840,200180.9729
2841,205574.5227
2842,227142.3076
2843,154140.0055
2844,161096.4451
2845,133832.5564
2846,205934.7764
2847,199644.4361
2848,227782.9307
2849,219265.8665
2850,311481.7212
2851,242881.7221
2852,248994.3498
2853,245245.0324
2854,145253.5164
2855,217153.4608
2856,209230.8962
2857,193396.8319
2858,222013.2669
2859,140196.4798
2860,133066.8869
2861,143642.6242
2862,201394.1291
2863,140880.9906
2864,252362.3155
2865,143680.2951
2866,162299.5777
2867,108473.2934
2868,108302.9927
2869,116082.418
2870,144423.6621
2871,98139.1309
2872,70086.1494
2873,125810.9448
2874,149149.3029
2875,124537.3511
2876,182173.4177
2877,152804.6255
2878,180090.5745
2879,146275.4781
2880,102935.9697
2881,154824.2994
2882,166866.8781
2883,190358.4627
2884,185898.2534
2885,190008.4607
2886,223220.7827
2887,112533.6342
2888,134587.8628
2889,65120.0061
2890,90038.479
2891,141016.4103
2892,78939.0091
2893,113776.556
2894,72471.5809
2895,313852.7367
2896,271962.4658
2897,203359.5582
2898,164327.0196
2899,232040.0533
2900,161290.1675
2901,213444.7982
2902,200455.5759
2903,343320.2155
2904,372562.4379
2905,115039.9606
2906,196618.9452
2907,112617.7119
2908,141216.8978
2909,155521.9346
2910,96766.3901
2911,92011.5459
2912,147285.8226
2913,96627.3688
2914,86357.223
2915,94082.1623
2916,93984.894
2917,167252.1518
2918,133377.3363
2919,243373.5966
